gene_id,gene_name,log(velocity_gamma)
ENSMUSG00000051098,Mblac2,-1.0545475
ENSMUSG00000005583,Mef2c,-0.9231280000000001
ENSMUSG00000003992,Ssbp2,-0.9107563
ENSMUSG00000046169,Adamts6,1.1860468000000002
ENSMUSG00000071180,Smim15,-3.106398
ENSMUSG00000021699,Pde4d,1.8875823
ENSMUSG00000021701,Plk2,-2.430012
ENSMUSG00000021756,Il6st,-1.3810606
ENSMUSG00000021759,Plpp1,-1.6811981
ENSMUSG00000042379,Esm1,-1.6666877
ENSMUSG00000021751,Acox2,-3.762891
ENSMUSG00000084902,Gm281,-0.45670462
ENSMUSG00000045107,Saysd1,-3.7070480000000003
ENSMUSG00000034235,Usp54,0.3951626
ENSMUSG00000021870,Slmap,-1.0995270000000001
ENSMUSG00000058351,Smim4,-2.0749636000000002
ENSMUSG00000042286,Stab1,-0.6384706
ENSMUSG00000021910,Nisch,-2.713485
ENSMUSG00000019027,Dnah1,-2.9902656000000003
ENSMUSG00000014496,Ankrd28,0.08876897
ENSMUSG00000072473,1700024G13Rik,-5.1289754
ENSMUSG00000051506,Wdfy4,0.35500383
ENSMUSG00000021795,Sftpd,-4.555557
ENSMUSG00000072601,Ear1,-5.7154694
ENSMUSG00000021831,Ero1l,-3.4266207000000004
ENSMUSG00000037712,Fermt2,-2.5722814
ENSMUSG00000062014,Gmfb,-2.4652307
ENSMUSG00000022159,Rab2b,-0.47909886
ENSMUSG00000022220,Adcy4,-3.143566
ENSMUSG00000021969,Zdhhc20,-1.4578013
ENSMUSG00000021973,Micu2,-1.1779306999999999
ENSMUSG00000060548,Tnfrsf19,-3.4192266000000004
ENSMUSG00000035161,Ints6,1.446059
ENSMUSG00000014453,Blk,0.121323586
ENSMUSG00000022097,Sftpc,-4.892804
ENSMUSG00000022015,Tnfsf11,-0.33649835
ENSMUSG00000034731,Dgkh,-0.72874635
ENSMUSG00000022018,Rgcc,-2.4243259999999998
ENSMUSG00000033083,Tbc1d4,-0.20453842
ENSMUSG00000022124,Fbxl3,-1.965825
ENSMUSG00000022122,Ednrb,-1.5522299
ENSMUSG00000022114,Spry2,-3.1102924
ENSMUSG00000042156,Dzip1,-3.4620848
ENSMUSG00000033885,Pxk,-1.9419391
ENSMUSG00000044772,Sntn,-2.4515903
ENSMUSG00000021772,Nkiras1,-3.2786652999999997
ENSMUSG00000021806,Nid2,-3.8076274
ENSMUSG00000021809,Nudt13,-1.0853779
ENSMUSG00000021819,Zswim8,-2.7273905
ENSMUSG00000063458,Lrmda,2.1746647
ENSMUSG00000025290,Rps24,-4.7465925
ENSMUSG00000021877,Arf4,1.6236863000000001
ENSMUSG00000021879,Dnah12,-1.5104065
ENSMUSG00000021898,Asb14,-1.0334288
ENSMUSG00000040717,Il17rd,-3.7310839999999996
ENSMUSG00000040651,Tasor,-0.99613786
ENSMUSG00000040640,Erc2,-1.6387565
ENSMUSG00000006527,Sfmbt1,-1.3785013000000002
ENSMUSG00000042485,Mustn1,-2.9582415
ENSMUSG00000021922,Itih4,-3.5016594
ENSMUSG00000021904,Sema3g,-3.9736730000000002
ENSMUSG00000021911,Parg,-2.7361376
ENSMUSG00000050666,Vstm4,-3.5364282
ENSMUSG00000021789,Sftpa1,-5.4298954
ENSMUSG00000050335,Lgals3,-2.2778132
ENSMUSG00000021880,Rnase6,-3.9316106
ENSMUSG00000057132,Rpgrip1,-2.4790869
ENSMUSG00000104876,Trdc,-4.3896523
ENSMUSG00000022214,Dcaf11,-3.5878472
ENSMUSG00000046908,Ltb4r1,-2.4125127999999996
ENSMUSG00000035469,Rcbtb1,-3.3358595
ENSMUSG00000021939,Ctsb,-4.058858
ENSMUSG00000063060,Sox7,-1.5121655
ENSMUSG00000021975,Ints9,-1.3403386
ENSMUSG00000022032,Scara5,-0.9322796999999998
ENSMUSG00000022037,Clu,-3.9720864000000002
ENSMUSG00000022053,Ebf2,-1.2844127
ENSMUSG00000033595,Lgi3,-6.5707664
ENSMUSG00000022000,Zc3h13,-1.6445421000000002
ENSMUSG00000022014,Epsti1,-0.21174404
ENSMUSG00000035566,Pcdh17,-1.9409105
ENSMUSG00000005148,Klf5,-4.478210400000001
ENSMUSG00000022126,Acod1,0.41670057
ENSMUSG00000022184,Fbxo4,-1.2808138
ENSMUSG00000022146,Osmr,-2.5612922
ENSMUSG00000039828,Wdr70,-1.282262
ENSMUSG00000003882,Il7r,-0.7959012
ENSMUSG00000072663,Spef2,-0.2236743
ENSMUSG00000022206,Npr3,-2.4403672000000003
ENSMUSG00000022197,Pdzd2,0.6780832
ENSMUSG00000045763,Basp1,-0.62523854
ENSMUSG00000022237,Ankrd33b,-0.15064178
ENSMUSG00000096956,Snhg18,-6.2860246
ENSMUSG00000037627,Rgs22,0.08661455
ENSMUSG00000037487,Ubr5,0.50909007
ENSMUSG00000022309,Angpt1,-0.55043936
ENSMUSG00000022425,Enpp2,-2.304991
ENSMUSG00000060429,Sntb1,1.2286867
ENSMUSG00000022372,Sla,-2.735825
ENSMUSG00000005125,Ndrg1,-2.2431316000000003
ENSMUSG00000036698,Ago2,-0.41787502
ENSMUSG00000022595,Lypd2,-3.6403189
ENSMUSG00000075602,Ly6a,-7.039077000000001
ENSMUSG00000002524,Puf60,-3.4945623999999995
ENSMUSG00000033697,Arhgap39,-3.0034256
ENSMUSG00000033565,Rbfox2,-3.013034
ENSMUSG00000068227,Il2rb,-2.075372
ENSMUSG00000022433,Csnk1e,-2.346407
ENSMUSG00000055065,Ddx17,-2.2107902000000004
ENSMUSG00000042564,Fam227a,-3.307238
ENSMUSG00000000489,Pdgfb,-3.688313
ENSMUSG00000048546,Tob2,-2.9476306
ENSMUSG00000022472,Desi1,-0.9076708
ENSMUSG00000041852,Tcf20,0.84329545
ENSMUSG00000058099,Nfam1,-3.6474660000000005
ENSMUSG00000016028,Celsr1,-4.1586885
ENSMUSG00000022621,Rabl2,-5.188011
ENSMUSG00000022629,Kif21a,-2.2799883
ENSMUSG00000036197,Gxylt1,-3.2982642999999996
ENSMUSG00000033228,Scaf11,-1.5841034999999999
ENSMUSG00000022462,Slc38a2,-0.82533693
ENSMUSG00000022468,Endou,-3.0352955
ENSMUSG00000022469,Rapgef3,-2.712223
ENSMUSG00000022999,Lmbr1l,-0.22768183
ENSMUSG00000072235,Tuba1a,-6.1219730000000006
ENSMUSG00000023030,Slc11a2,-2.0857189999999997
ENSMUSG00000061397,Krt79,-4.2828550000000005
ENSMUSG00000049382,Krt8,-2.9816394
ENSMUSG00000001281,Itgb7,-2.746035
ENSMUSG00000058794,Nfe2,-6.546949400000001
ENSMUSG00000022150,Dab2,-0.8623173000000001
ENSMUSG00000022148,Fyb,-0.36769298
ENSMUSG00000039704,Lmbrd2,-1.6970928
ENSMUSG00000039676,Capsl,-3.5116792
ENSMUSG00000022262,Dnah5,-0.0550384
ENSMUSG00000022261,Sdc2,-1.9114171999999998
ENSMUSG00000037646,Vps13b,0.7075781
ENSMUSG00000068522,Aard,-4.133457
ENSMUSG00000022371,Col14a1,-1.3742136999999999
ENSMUSG00000032501,Trib1,-6.650104
ENSMUSG00000116380,Gm39556,-1.1282489
ENSMUSG00000022587,Ly6e,-4.232806
ENSMUSG00000022579,Gpihbp1,1.1059967
ENSMUSG00000063704,Mapk15,-3.2647085
ENSMUSG00000022558,Mroh1,-0.64956886
ENSMUSG00000033819,Ppp1r16a,-2.9520772
ENSMUSG00000071715,Ncf4,-3.504997
ENSMUSG00000022436,Sh3bp1,-0.020237233
ENSMUSG00000068220,Lgals1,-3.2339387000000004
ENSMUSG00000022415,Syngr1,-6.915922599999999
ENSMUSG00000042303,Sgsm3,-1.0074451
ENSMUSG00000022401,Xpnpep3,-1.2406665000000001
ENSMUSG00000022389,Tef,-3.5086272000000003
ENSMUSG00000022471,Xrcc6,-1.3247280000000001
ENSMUSG00000006369,Fbln1,-4.0676208
ENSMUSG00000036561,Ppp6r2,-1.5659671999999998
ENSMUSG00000064210,Ano6,0.54524165
ENSMUSG00000003354,Ccdc65,-3.4034525999999996
ENSMUSG00000044217,Aqp5,-6.6999803
ENSMUSG00000000530,Acvrl1,-2.6483470000000002
ENSMUSG00000023034,Nr4a1,-3.085611
ENSMUSG00000023039,Krt7,-3.8141544
ENSMUSG00000023043,Krt18,-2.5590117
ENSMUSG00000023046,Igfbp6,-6.6296945
ENSMUSG00000046897,Zfp740,-1.8589026999999998
ENSMUSG00000005580,Adcy9,-0.934285
ENSMUSG00000022515,Anks3,-1.1179837
ENSMUSG00000051669,AU021092,-5.3715897
ENSMUSG00000022505,Emp2,-4.0619597
ENSMUSG00000022500,Litaf,-0.7072232
ENSMUSG00000037965,Zc3h7a,-0.7062746
ENSMUSG00000022685,Parn,-1.4736764
ENSMUSG00000018830,Myh11,-0.90429175
ENSMUSG00000038965,Ube2l3,-3.1107432999999998
ENSMUSG00000009097,Tbx1,-3.8934186
ENSMUSG00000076937,Iglc2,-4.141937
ENSMUSG00000041247,Lamp3,-1.5609505
ENSMUSG00000022822,Abcc5,-2.0238616
ENSMUSG00000044626,Liph,-1.9003346
ENSMUSG00000013089,Etv5,-3.4315538
ENSMUSG00000022508,Bcl6,0.6662001999999999
ENSMUSG00000022537,Tmem44,-3.6311119
ENSMUSG00000116617,Gm49767,-2.5820842
ENSMUSG00000022799,Arhgap31,-0.30201933
ENSMUSG00000049436,Upk1b,-1.9839904
ENSMUSG00000047261,Gap43,-1.7377433
ENSMUSG00000052459,Atp6v1a,-0.9878471999999999
ENSMUSG00000022661,Cd200,-2.3966389
ENSMUSG00000033157,Abhd10,-2.2249203
ENSMUSG00000033149,Phldb2,-1.2130151000000002
ENSMUSG00000022657,Cd96,-2.305877
ENSMUSG00000030775,Trat1,-3.2989062999999996
ENSMUSG00000035356,Nfkbiz,-1.3600457000000001
ENSMUSG00000068196,Col8a1,-1.0577267
ENSMUSG00000022747,St3gal6,-2.2073495
ENSMUSG00000052516,Robo2,0.45626056
ENSMUSG00000022876,Samsn1,-0.65662485
ENSMUSG00000022864,D16Ertd472e,-2.2908716
ENSMUSG00000022893,Adamts1,-2.4941354
ENSMUSG00000052299,Ltn1,-1.0745707
ENSMUSG00000025613,Cct8,-2.7121042999999996
ENSMUSG00000022974,Paxbp1,-0.65915626
ENSMUSG00000040732,Erg,-1.1424716000000001
ENSMUSG00000039473,Ubn1,-1.1926142
ENSMUSG00000022504,Ciita,-2.1701562
ENSMUSG00000071637,Cebpd,-4.614667
ENSMUSG00000041957,Pkp2,-3.9591773
ENSMUSG00000106567,2010309G21Rik,-0.8993561999999999
ENSMUSG00000022686,B3gnt5,-1.452764
ENSMUSG00000006998,Psmd2,-4.672182599999999
ENSMUSG00000033618,Map3k13,-0.82369864
ENSMUSG00000022885,St6gal1,-0.92615783
ENSMUSG00000033355,Rtp4,-2.0605445
ENSMUSG00000038084,Opa1,-0.95292914
ENSMUSG00000022528,Hes1,-3.6233976
ENSMUSG00000022797,Tfrc,-1.8530715
ENSMUSG00000022791,Tnk2,-2.0141516
ENSMUSG00000079620,Muc4,-4.7679205
ENSMUSG00000022802,Lmln,-1.1338294
ENSMUSG00000075254,Heg1,-0.7826055000000001
ENSMUSG00000022836,Mylk,-1.2535077
ENSMUSG00000022900,Ildr1,-0.102601476
ENSMUSG00000022816,Fstl1,-1.0970211
ENSMUSG00000075122,Cd80,-0.07731034
ENSMUSG00000022701,Ccdc191,-4.120682
ENSMUSG00000071550,Cfap44,-0.13635184
ENSMUSG00000061100,Retnla,-4.7261615
ENSMUSG00000022651,Retnlg,-4.993824
ENSMUSG00000022637,Cblb,1.1478217
ENSMUSG00000035258,Abi3bp,-1.5444715
ENSMUSG00000022752,Tomm70a,-1.5574026
ENSMUSG00000091243,Vgll3,-4.687082299999999
ENSMUSG00000022865,Cxadr,-2.9399957999999997
ENSMUSG00000097418,Mir155hg,-0.5798135
ENSMUSG00000039903,Eva1c,-3.9770529999999997
ENSMUSG00000022967,Ifnar1,-2.4497782999999997
ENSMUSG00000039456,Morc3,-1.354789
ENSMUSG00000040785,Ttc3,-0.09954846
ENSMUSG00000022895,Ets2,-1.6713653999999998
ENSMUSG00000040605,Bace2,-1.8580517
ENSMUSG00000062078,Qk,-1.2439592
ENSMUSG00000014426,Map3k4,-2.3852273999999998
ENSMUSG00000060475,Wtap,-2.3840554
ENSMUSG00000046991,Wdr27,-3.0816154
ENSMUSG00000023845,Lnpep,-0.3198446
ENSMUSG00000045551,Fpr1,-1.0768143000000001
ENSMUSG00000023903,Mmp25,-4.172853
ENSMUSG00000002504,Slc9a3r2,-5.779116
ENSMUSG00000024168,Tmem204,-2.895171
ENSMUSG00000063011,Msln,-5.945481
ENSMUSG00000037326,Capn15,-0.33092475
ENSMUSG00000037098,Rab11fip3,-0.73469806
ENSMUSG00000118107,Gm34455,-1.2342752000000001
ENSMUSG00000024190,Dusp1,-5.0225306
ENSMUSG00000024006,Stk38,-1.3853258999999998
ENSMUSG00000024012,Mtch1,0.55648607
ENSMUSG00000062202,Btbd9,0.70161456
ENSMUSG00000024028,Tff2,-5.4754343
ENSMUSG00000024033,Rsph1,-3.2811383999999997
ENSMUSG00000024042,Sik1,0.7805741
ENSMUSG00000038146,Notch3,-1.9108
ENSMUSG00000008668,Rps18,-4.7457013
ENSMUSG00000036594,H2-Aa,-5.1149654
ENSMUSG00000073418,C4b,-5.6483555
ENSMUSG00000061207,Stk19,-2.433133
ENSMUSG00000090231,Cfb,-5.0939856
ENSMUSG00000024371,C2,-2.6594892000000003
ENSMUSG00000024393,Prrc2a,-2.3693364
ENSMUSG00000073412,Lst1,-4.372264
ENSMUSG00000024401,Tnf,-1.9030306000000001
ENSMUSG00000001524,Gtf2h4,-2.4014835
ENSMUSG00000001525,Tubb5,-5.743679
ENSMUSG00000067212,H2-T23,-3.3263010000000004
ENSMUSG00000016283,H2-M2,-2.1723993
ENSMUSG00000036026,Tmem63b,-3.094233
ENSMUSG00000023951,Vegfa,-3.9949334000000003
ENSMUSG00000023972,Ptk7,-3.1352743999999997
ENSMUSG00000023927,Satb1,-1.3726776000000003
ENSMUSG00000037095,Lrg1,-5.541742
ENSMUSG00000042625,Safb2,-1.433301
ENSMUSG00000024206,Rfx2,-2.1321682999999996
ENSMUSG00000062591,Tubb4a,-2.0192022
ENSMUSG00000024164,C3,-1.2884096
ENSMUSG00000045036,Tmem232,-0.05185186
ENSMUSG00000034647,Ankrd12,-0.5175221
ENSMUSG00000047407,Tgif1,-3.7491974999999997
ENSMUSG00000024053,Emilin2,-0.7683358
ENSMUSG00000024066,Xdh,-1.6104789
ENSMUSG00000059811,Atl2,-2.0830561999999997
ENSMUSG00000035051,Dhx57,-0.92932576
ENSMUSG00000024241,Sos1,-0.78769135
ENSMUSG00000033966,Cdkl4,-2.061041
ENSMUSG00000005371,Fbxo11,1.4033666999999999
ENSMUSG00000046201,Scaf8,0.8140923000000001
ENSMUSG00000058159,T2,-1.1857775
ENSMUSG00000023868,Pde10a,0.14532922
ENSMUSG00000023826,Prkn,2.1690211
ENSMUSG00000051341,Zfp52,-2.1589869999999998
ENSMUSG00000024130,Abca3,-2.4652324
ENSMUSG00000002500,Rpl3l,-2.4746408
ENSMUSG00000075705,Msrb1,-3.8723338
ENSMUSG00000024169,Ift140,-0.44839254
ENSMUSG00000036636,Clcn7,-1.7156358
ENSMUSG00000071202,Ccdc78,-2.52581
ENSMUSG00000024188,Luc7l,-1.3402167999999999
ENSMUSG00000042644,Itpr3,-2.8419627999999997
ENSMUSG00000024219,Anks1,-0.12689383
ENSMUSG00000053436,Mapk14,-0.28719768
ENSMUSG00000005936,Kctd20,-2.8657207000000002
ENSMUSG00000023067,Cdkn1a,-2.5134006
ENSMUSG00000064147,Rab44,-1.6244359
ENSMUSG00000024011,Pi16,-3.4974551
ENSMUSG00000024014,Pim1,-1.4606221000000001
ENSMUSG00000044477,Zfand3,-0.31292397
ENSMUSG00000024027,Glp1r,-4.941596499999999
ENSMUSG00000024030,Abcg1,-2.471086
ENSMUSG00000024036,Slc37a1,-1.1047653
ENSMUSG00000024299,Adamts10,-2.1123676
ENSMUSG00000042099,Kank3,-3.5834612999999997
ENSMUSG00000024308,Tapbp,-3.41318
ENSMUSG00000024334,H2-Oa,-4.895151599999999
ENSMUSG00000037548,H2-DMb2,-4.021957
ENSMUSG00000041538,H2-Ob,-0.6210149
ENSMUSG00000073421,H2-Ab1,-4.847999
ENSMUSG00000060586,H2-Eb1,-3.241577
ENSMUSG00000015468,Notch4,-3.7610989999999997
ENSMUSG00000034673,Pbx2,1.0000733
ENSMUSG00000015452,Ager,-2.2788289
ENSMUSG00000033327,Tnxb,-3.2264771
ENSMUSG00000007039,Ddah2,-5.0246277
ENSMUSG00000073409,H2-Q6,-4.058577
ENSMUSG00000090509,Sfta2,-1.2502037
ENSMUSG00000003541,Ier3,-6.615772200000001
ENSMUSG00000097971,Gm26917,-2.6347400000000003
ENSMUSG00000056492,Adgrf5,-2.3071968999999997
ENSMUSG00000023913,Pla2g7,-3.0053058
ENSMUSG00000023959,Clic5,-1.5449955
ENSMUSG00000002763,Pex6,-2.5703907000000004
ENSMUSG00000034165,Ccnd3,0.96347475
ENSMUSG00000041754,Trem3,0.23816009
ENSMUSG00000051682,Treml4,-1.3126194
ENSMUSG00000071068,Treml2,-2.02685
ENSMUSG00000023999,Kif6,-0.43120623
ENSMUSG00000100150,Gm19585,-2.5866055
ENSMUSG00000032915,Adgre4,-0.44889629999999997
ENSMUSG00000044469,Tnfaip8l1,-4.1380134
ENSMUSG00000071054,Safb,-1.1189206
ENSMUSG00000035678,Tnfsf9,-4.3068256
ENSMUSG00000024052,Lpin2,-1.4466481000000002
ENSMUSG00000045761,Togaram2,-2.328185
ENSMUSG00000024068,Spast,-1.0948486000000002
ENSMUSG00000024074,Crim1,-0.9140245000000001
ENSMUSG00000024245,Tmem178,-1.7941046000000003
ENSMUSG00000024140,Epas1,-1.8269297999999998
ENSMUSG00000037104,Socs5,-1.6104681
ENSMUSG00000036918,Ttc7,-1.0574756
ENSMUSG00000063889,Crem,0.11719677
ENSMUSG00000041225,Arhgap12,-0.5813855
ENSMUSG00000061802,Armc4,-1.5138631999999999
ENSMUSG00000042834,Nrep,-7.424605400000001
ENSMUSG00000035984,Nme5,-2.0155683
ENSMUSG00000049357,4933408B17Rik,-1.3449093
ENSMUSG00000024357,Sil1,-0.66909015
ENSMUSG00000024352,Spata24,-4.386497
ENSMUSG00000073599,Ecscr,-4.549911
ENSMUSG00000024486,Hbegf,-3.2351412999999996
ENSMUSG00000024431,Nr3c1,-0.1310314
ENSMUSG00000033022,Cdo1,-2.7759204
ENSMUSG00000019647,Sema6a,0.24408515
ENSMUSG00000043079,Synpo,-4.0378795
ENSMUSG00000054008,Ndst1,-2.951361
ENSMUSG00000045094,Arhgef37,0.14341879
ENSMUSG00000097324,Carmn,-1.8018703
ENSMUSG00000033032,Afap1l1,-2.0462436999999998
ENSMUSG00000041482,Piezo2,0.07500856
ENSMUSG00000053846,Lipg,-3.7398887000000003
ENSMUSG00000041258,Zfp236,-1.4206043
ENSMUSG00000005836,Gata6,-3.5089690000000004
ENSMUSG00000024423,Impact,-0.63038695
ENSMUSG00000033107,Rnf125,-1.5149089
ENSMUSG00000033628,Pik3c3,-2.0178473
ENSMUSG00000024395,Lims2,-1.5271323
ENSMUSG00000038418,Egr1,-4.086047
ENSMUSG00000046727,Cystm1,-3.8670862
ENSMUSG00000024483,Ankhd1,0.12477777
ENSMUSG00000038791,Scgb3a2,-2.4970806
ENSMUSG00000024480,Ap3s1,-2.3340134999999997
ENSMUSG00000037416,Dmxl1,0.47534899999999997
ENSMUSG00000069378,Prdm6,-0.04941608
ENSMUSG00000001700,Gramd3,-0.35250208
ENSMUSG00000008301,Phax,-3.2369025000000002
ENSMUSG00000024590,Lmnb1,-0.8051225000000001
ENSMUSG00000024597,Slc12a2,-3.6804695
ENSMUSG00000073555,Gm4951,-0.9944246999999999
ENSMUSG00000054072,Iigp1,-0.5436270999999999
ENSMUSG00000024620,Pdgfrb,-2.2445630000000003
ENSMUSG00000024621,Csf1r,-2.7830708
ENSMUSG00000098098,Bvht,-3.6337297
ENSMUSG00000024589,Nedd4l,1.255908
ENSMUSG00000024521,Pmaip1,-2.6763356
ENSMUSG00000035394,Cfap53,-2.4093156000000002
ENSMUSG00000025880,Smad7,-2.383471
ENSMUSG00000025423,Pias2,-0.509483
ENSMUSG00000041607,Mbp,0.96702075
ENSMUSG00000040247,Tbc1d10c,-2.9050012
ENSMUSG00000024855,Pacs1,0.21152203
ENSMUSG00000092341,Malat1,-1.3192581
ENSMUSG00000045664,Cdc42ep2,-2.937925
ENSMUSG00000052188,Gm14964,-4.940096
ENSMUSG00000056629,Fkbp2,-3.7469203
ENSMUSG00000024653,Scgb1a1,-3.9451706
ENSMUSG00000024669,Cd5,-2.0929368000000004
ENSMUSG00000024670,Cd6,-2.8187647
ENSMUSG00000075010,AW112010,-6.52569
ENSMUSG00000024673,Ms4a1,-2.594716
ENSMUSG00000024672,Ms4a7,-2.3815494
ENSMUSG00000099757,BE692007,-1.4211881000000002
ENSMUSG00000024749,Tmc1,-3.2004468
ENSMUSG00000058624,Gda,-2.6414578
ENSMUSG00000097930,C330002G04Rik,0.009818238
ENSMUSG00000033207,Mamdc2,-0.03896761
ENSMUSG00000024867,Pip5k1b,-1.6402903999999998
ENSMUSG00000052920,Prkg1,2.4400042999999996
ENSMUSG00000035783,Acta2,-2.7300513
ENSMUSG00000039652,Cpeb3,-1.9785001
ENSMUSG00000024990,Rbp4,-5.3487616
ENSMUSG00000055044,Pdlim1,-1.5456648000000002
ENSMUSG00000061132,Blnk,-0.35685104
ENSMUSG00000025016,Tm9sf3,-2.1669626
ENSMUSG00000025198,Erlin1,0.15371679
ENSMUSG00000037071,Scd1,-5.7891426
ENSMUSG00000025220,Oga,-0.5591242
ENSMUSG00000044948,Cfap43,0.01385041
ENSMUSG00000025083,Afap1l2,-1.1925370000000002
ENSMUSG00000040022,Rab11fip2,-0.67457145
ENSMUSG00000059326,Csf2ra,-3.5368502
ENSMUSG00000045098,Kmt5b,-0.623034
ENSMUSG00000024940,Ltbp3,-4.2265635
ENSMUSG00000024661,Fth1,-5.5068545
ENSMUSG00000024664,Fads3,-3.473653
ENSMUSG00000024675,Ms4a4c,-2.301382
ENSMUSG00000056290,Ms4a4b,-2.3704313999999997
ENSMUSG00000079419,Ms4a6c,-0.9888778
ENSMUSG00000058470,Gm8369,-1.0502458000000001
ENSMUSG00000024677,Ms4a6b,-2.3189542000000003
ENSMUSG00000024678,Ms4a4d,-1.9961978
ENSMUSG00000053279,Aldh1a1,-1.460799
ENSMUSG00000024754,Cemip2,-0.47391686
ENSMUSG00000052387,Trpm3,-3.7096512
ENSMUSG00000033863,Klf9,-7.067867
ENSMUSG00000024778,Fas,-1.6435898999999998
ENSMUSG00000074896,Ifit3,-3.7694870000000003
ENSMUSG00000024811,Tnks2,-0.41984594
ENSMUSG00000025014,Dntt,-3.8730474000000004
ENSMUSG00000025019,Lcor,1.4571983999999998
ENSMUSG00000035342,Lzts2,-7.941755000000001
ENSMUSG00000055491,Pprc1,-0.49317324
ENSMUSG00000003559,As3mt,-6.8919425
ENSMUSG00000034765,Dusp5,-3.754575
ENSMUSG00000024976,Shoc2,-0.76243997
ENSMUSG00000024985,Tcf7l2,0.43814504
ENSMUSG00000025078,Nhlrc2,-1.8862884999999998
ENSMUSG00000026650,Meig1,-3.4730055
ENSMUSG00000015619,Gata3,-1.4257935
ENSMUSG00000026768,Itga8,-0.25824577
ENSMUSG00000003418,St8sia6,-1.2119293
ENSMUSG00000026933,Camsap1,-2.0045938000000003
ENSMUSG00000048038,Ccdc187,-4.4082274
ENSMUSG00000026923,Notch1,-8.231136
ENSMUSG00000039715,Wdr34,-2.2378192
ENSMUSG00000039648,Kyat1,-1.6140274
ENSMUSG00000026822,Lcn2,-4.55032
ENSMUSG00000038740,Mvb12b,-0.26389346
ENSMUSG00000038718,Pbx3,0.003507773
ENSMUSG00000026867,Gapvd1,-0.4063064
ENSMUSG00000026875,Traf1,-1.4398377
ENSMUSG00000026874,Hc,-1.7076914
ENSMUSG00000026880,Stom,-4.5476694
ENSMUSG00000026826,Nr4a2,-1.8494238999999997
ENSMUSG00000026987,Baz2b,0.62851006
ENSMUSG00000075324,Fign,-3.3252358
ENSMUSG00000034810,Scn7a,-2.5980265
ENSMUSG00000027070,Lrp2,-7.883351299999999
ENSMUSG00000070883,Ccdc173,-2.484475
ENSMUSG00000041762,Gpr155,-1.8784404
ENSMUSG00000056486,Chn1,-0.9179867
ENSMUSG00000044033,Ccdc141,-1.1528658999999999
ENSMUSG00000059588,Calcrl,-1.1468219
ENSMUSG00000023224,Serping1,-3.2759582999999997
ENSMUSG00000063235,Ptpmt1,-3.0171816000000002
ENSMUSG00000040687,Madd,-0.9897507999999999
ENSMUSG00000002108,Nr1h3,-3.5224957000000003
ENSMUSG00000027217,Tspan18,0.034087717999999996
ENSMUSG00000027215,Cd82,0.7923121
ENSMUSG00000005087,Cd44,-0.97146297
ENSMUSG00000027293,Ehd4,-3.0608306
ENSMUSG00000033808,Tmem87a,-0.028854273
ENSMUSG00000027272,Ubr1,0.18938832
ENSMUSG00000027204,Fbn1,-1.5344073999999999
ENSMUSG00000027360,Hdc,0.3322822
ENSMUSG00000027398,Il1b,-3.2898648
ENSMUSG00000027346,Gpcpd1,-0.195509
ENSMUSG00000043110,Lrrn4,-3.7498275999999997
ENSMUSG00000037259,Dzank1,-4.660480000000001
ENSMUSG00000027447,Cst3,-5.9406266
ENSMUSG00000027459,Fam110a,-3.3693294999999996
ENSMUSG00000000876,Pxmp4,-2.5065703
ENSMUSG00000027636,Sla2,0.13801788
ENSMUSG00000027639,Samhd1,-4.2362986
ENSMUSG00000037820,Tgm2,-0.7786420000000001
ENSMUSG00000057133,Chd6,-0.58505356
ENSMUSG00000017002,Slpi,-5.2521815
ENSMUSG00000016995,Matn4,-7.214823
ENSMUSG00000017307,Acot8,-1.3852526
ENSMUSG00000017754,Pltp,-3.457057
ENSMUSG00000017969,Ptgis,-1.745062
ENSMUSG00000087684,1200007C13Rik,-0.37074423
ENSMUSG00000027546,Atp9a,-3.5441356
ENSMUSG00000015647,Lama5,-0.3885528
ENSMUSG00000027574,Nkain4,-3.7773304
ENSMUSG00000038705,Gmeb2,-1.2308755
ENSMUSG00000027583,Zbtb46,-1.4374143
ENSMUSG00000025780,Itih5,-3.1287724999999997
ENSMUSG00000026712,Mrc1,-0.076113634
ENSMUSG00000026748,Plxdc2,-0.017372435
ENSMUSG00000044103,Il1f9,-2.2681537
ENSMUSG00000026965,Anapc2,-2.1572527999999997
ENSMUSG00000036646,Man1b1,-0.67322224
ENSMUSG00000015093,Clic3,-4.046745
ENSMUSG00000026921,Egfl7,-1.6706226000000002
ENSMUSG00000026812,Tsc1,-2.38131
ENSMUSG00000007476,Lrrc8a,-2.678201
ENSMUSG00000052533,Nup188,-1.383812
ENSMUSG00000039262,Prrc2b,-1.2455908000000002
ENSMUSG00000026814,Eng,-1.454246
ENSMUSG00000004105,Angptl2,-4.839333
ENSMUSG00000057110,Cntrl,-0.9862521999999999
ENSMUSG00000026879,Gsn,-6.2649254999999995
ENSMUSG00000026894,Morn5,-5.188592
ENSMUSG00000026887,Mrrf,-5.7876970000000005
ENSMUSG00000053475,Tnfaip6,0.45388603
ENSMUSG00000086862,Gm13546,-2.5255642000000003
ENSMUSG00000026989,Dapl1,-3.7825522000000005
ENSMUSG00000064289,Tank,-1.3903688
ENSMUSG00000034738,Nostrin,-0.54553807
ENSMUSG00000041921,Metap1d,-0.87679315
ENSMUSG00000008226,Scrn3,-1.280966
ENSMUSG00000042410,Agps,-1.7058996
