gene_id,gene_name,log(velocity_gamma)
ENSG00000170345,FOS,-5.347079
ENSG00000152315,KCNK13,1.3437402
ENSG00000198668,CALM1,-1.9615077
ENSG00000133943,DGLUCY,0.27226707
ENSG00000257275,AL139020.1,-0.2133054
ENSG00000196663,TECPR2,0.27802202
ENSG00000126214,KLC1,-0.34160405
ENSG00000179364,PACS2,0.1970354
ENSG00000226777,FAM30A,-1.3678713
ENSG00000114062,UBE3A,0.06783026
ENSG00000206190,ATP10A,1.5089848999999997
ENSG00000140199,SLC12A6,0.5910062
ENSG00000172575,RASGRP1,-0.90950346
ENSG00000166887,VPS39,0.24367116
ENSG00000180979,LRRC57,-1.7329894000000001
ENSG00000067369,TP53BP1,0.41272390000000003
ENSG00000104133,SPG11,1.2342783000000002
ENSG00000138593,SECISBP2L,1.1524272
ENSG00000092439,TRPM7,0.015794061
ENSG00000069966,GNB5,-1.8056113999999999
ENSG00000047346,FAM214A,0.940284
ENSG00000181827,RFX7,2.211058
ENSG00000140299,BNIP2,1.6775238999999997
ENSG00000069667,RORA,0.34202844
ENSG00000129003,VPS13C,-2.1540227
ENSG00000166803,PCLAF,-2.6272729999999997
ENSG00000174485,DENND4A,2.8992367000000003
ENSG00000174444,RPL4,-4.3222510000000005
ENSG00000137817,PARP6,-0.60911644
ENSG00000156642,NPTN,-5.2887635
ENSG00000140400,MAN2C1,-0.8684417999999999
ENSG00000140386,SCAPER,0.45815668
ENSG00000140391,TSPAN3,-2.7752209999999997
ENSG00000140379,BCL2A1,-2.5314927000000003
ENSG00000177082,WDR73,-1.22917
ENSG00000157823,AP3S2,-0.31275597
ENSG00000182054,IDH2,-1.1462097
ENSG00000184277,TM2D3,-0.706079
ENSG00000034053,APBA2,-0.23135754
ENSG00000187446,CHP1,-5.783948400000001
ENSG00000137815,RTF1,-0.5704075
ENSG00000174197,MGA,-0.78614074
ENSG00000092529,CAPN3,-0.17733404
ENSG00000137842,TMEM62,0.71015453
ENSG00000166946,CCNDBP1,-7.10837
ENSG00000140264,SERF2,1.4822129
ENSG00000166734,CASC4,-3.4236486000000004
ENSG00000137770,CTDSPL2,0.5338233
ENSG00000244879,GABPB1-AS1,-0.4299504
ENSG00000247982,LINC00926,0.7395035
ENSG00000180357,ZNF609,0.49831647
ENSG00000137818,RPLP1,-5.010624
ENSG00000140463,BBS4,-0.37284493
ENSG00000179361,ARID3B,-0.30039635
ENSG00000198794,SCAMP5,0.15298635
ENSG00000167196,FBXO22,-0.6237655
ENSG00000140382,HMG20A,0.42335182
ENSG00000073417,PDE8A,1.6275007
ENSG00000140525,FANCI,-1.9571733
ENSG00000196547,MAN2A2,-0.48501256
ENSG00000140553,UNC45A,-0.87386787
ENSG00000173575,CHD2,0.75283843
ENSG00000168904,LRRC28,-0.30575990000000003
ENSG00000183475,ASB7,-0.38766393
ENSG00000007392,LUC7L,0.13858624
ENSG00000103126,AXIN1,2.4520772
ENSG00000129925,TMEM8A,-1.1862011000000001
ENSG00000103227,LMF1,-1.7714078000000002
ENSG00000059145,UNKL,0.12855065
ENSG00000103249,CLCN7,-1.7141619
ENSG00000103313,MEFV,-1.5838535
ENSG00000167984,NLRC3,1.7779144
ENSG00000126602,TRAP1,-2.9247577000000002
ENSG00000187555,USP7,-1.0833012
ENSG00000103342,GSPT1,0.24443671
ENSG00000166783,MARF1,0.5947481
ENSG00000103365,GGA2,1.1334262
ENSG00000077235,GTF3C1,-0.6670503000000001
ENSG00000180096,SEPTIN1,-1.6993734
ENSG00000129636,ITFG1,2.2613106
ENSG00000172775,FAM192A,-1.8347791000000002
ENSG00000005194,CIAPIN1,-1.7733253
ENSG00000135720,DYNC1LI2,-5.924494
ENSG00000157350,ST3GAL2,-2.5688793999999997
ENSG00000103051,COG4,-0.25943083
ENSG00000166747,AP1G1,0.60898113
ENSG00000090863,GLG1,-1.8502862
ENSG00000168404,MLKL,-3.2316667999999997
ENSG00000166822,TMEM170A,-0.9610145
ENSG00000140943,MBTPS1,-0.22530654
ENSG00000103187,COTL1,-2.5659587000000004
ENSG00000140948,ZCCHC14,0.44958162
ENSG00000167508,MVD,-4.5925603
ENSG00000158717,RNF166,-4.9970183
ENSG00000103335,PIEZO1,-0.78009945
ENSG00000167522,ANKRD11,1.0863813
ENSG00000075399,VPS9D1,-1.831834
ENSG00000090565,RAB11FIP3,0.1589065
ENSG00000140983,RHOT2,-0.2711921
ENSG00000103275,UBE2I,-4.5321207
ENSG00000131634,TMEM204,-3.7472993999999997
ENSG00000138834,MAPK8IP3,0.88475
ENSG00000140990,NDUFB10,-3.7636623
ENSG00000255198,SNHG9,-0.5662754
ENSG00000103197,TSC2,-1.2729708999999998
ENSG00000167967,E4F1,-0.6762423000000001
ENSG00000140992,PDPK1,-0.40805382
ENSG00000059122,FLYWCH1,-0.9454670000000001
ENSG00000162086,ZNF75A,-0.34941673
ENSG00000103351,CLUAP1,-3.6208382000000006
ENSG00000183044,ABAT,-0.24778664
ENSG00000182831,C16orf72,-0.39137203
ENSG00000184602,SNN,-3.731864
ENSG00000072864,NDE1,-0.045172295999999994
ENSG00000103319,EEF2K,-2.7779427000000005
ENSG00000077238,IL4R,1.170094
ENSG00000168488,ATXN2L,-0.6017339
ENSG00000177455,CD19,-2.5193484
ENSG00000176953,NFATC2IP,-1.3433168
ENSG00000169682,SPNS1,-5.5851703
ENSG00000103495,MAZ,2.521904
ENSG00000013364,MVP,-3.8918939
ENSG00000005844,ITGAL,-2.5402433999999996
ENSG00000080603,SRCAP,-0.9809929000000001
ENSG00000169896,ITGAM,-4.7096542999999995
ENSG00000140678,ITGAX,-2.8243876
ENSG00000102910,LONP2,0.6355343000000001
ENSG00000121281,ADCY7,0.12399859
ENSG00000083799,CYLD,0.09486513
ENSG00000103479,RBL2,-2.914888
ENSG00000102900,NUP93,-0.33064827
ENSG00000140853,NLRC5,0.5327064
ENSG00000159579,RSPRY1,-0.8101297
ENSG00000103005,USB1,-2.9517643
ENSG00000125149,C16orf70,-0.40702940000000004
ENSG00000167264,DUS2,-1.9420171000000002
ENSG00000072736,NFATC3,-2.1166007999999996
ENSG00000103064,SLC7A6,0.29329243
ENSG00000168807,SNTB2,0.09399945
ENSG00000102908,NFAT5,1.4870813999999999
ENSG00000198373,WWP2,1.4016713
ENSG00000090857,PDPR,-0.58124244
ENSG00000182149,IST1,-0.018949162
ENSG00000034713,GABARAPL2,-7.6675143
ENSG00000131149,GSE1,0.80369455
ENSG00000131143,COX4I1,-3.4225724000000004
ENSG00000179588,ZFPM1,-3.7518246
ENSG00000176715,ACSF3,0.08844199999999999
ENSG00000197912,SPG7,-0.6062058000000001
ENSG00000185324,CDK10,-1.9908305
ENSG00000158805,ZNF276,-1.8583450000000001
ENSG00000141002,TCF25,-0.38235438
ENSG00000141252,VPS53,1.0541546
ENSG00000159842,ABR,1.7016441000000002
ENSG00000167703,SLC43A2,-5.059737
ENSG00000174231,PRPF8,0.25575945
ENSG00000186532,SMYD4,-0.08675617
ENSG00000074356,NCBP3,-0.47615029999999997
ENSG00000108405,P2RX1,-0.07382156
ENSG00000074370,ATP2A3,-0.26468384
ENSG00000141456,PELP1,-1.3380995
ENSG00000132514,CLEC10A,-2.702318
ENSG00000178971,CTC1,-0.4242554
ENSG00000007237,GAS7,-0.42397028
ENSG00000175662,TOM1L2,0.20262386
ENSG00000109083,IFT20,-1.3424766000000001
ENSG00000132589,FLOT2,0.42677766
ENSG00000108262,GIT1,-1.1462018
ENSG00000126860,EVI2A,-6.011648999999999
ENSG00000092871,RFFL,0.8108525
ENSG00000185379,RAD51D,-0.9653023000000001
ENSG00000205045,SLFN12L,0.63307863
ENSG00000271503,CCL5,-3.56733
ENSG00000277632,CCL3,-2.2750107999999996
ENSG00000273559,CWC25,-0.093490995
ENSG00000125691,RPL23,-1.7604647
ENSG00000108306,FBXL20,1.1456906
ENSG00000161405,IKZF3,-1.3564965
ENSG00000126353,CCR7,-4.0423117
ENSG00000266967,AARSD1,-2.0740418000000003
ENSG00000108861,DUSP3,-1.7724582999999998
ENSG00000108840,HDAC5,-0.8254559000000001
ENSG00000005961,ITGA2B,0.41198270000000003
ENSG00000186566,GPATCH8,0.8977451999999999
ENSG00000172992,DCAKD,0.015376003999999999
ENSG00000224505,AC138150.1,0.19448692
ENSG00000159314,ARHGAP27,-6.772434
ENSG00000120071,KANSL1,1.2385057
ENSG00000141293,SKAP1,0.84921867
ENSG00000011258,MBTD1,1.0597032
ENSG00000108960,MMD,-0.14418606
ENSG00000136450,SRSF1,-0.5363954000000001
ENSG00000005379,TSPOAP1,-0.21423304
ENSG00000170832,USP32,1.9033394000000001
ENSG00000108506,INTS2,-0.4197468
ENSG00000108510,MED13,0.08108581
ENSG00000266173,STRADA,0.42226717
ENSG00000256525,POLG2,1.5375788000000001
ENSG00000120063,GNA13,-4.1266117
ENSG00000198265,HELZ,-0.6323218
ENSG00000154265,ABCA5,0.01629217
ENSG00000186407,CD300E,-2.2265522
ENSG00000189159,JPT1,-1.5578048
ENSG00000132475,H3F3B,-3.8962163999999997
ENSG00000175931,UBE2O,0.34569332
ENSG00000070495,JMJD6,0.05445781400000001
ENSG00000161547,SRSF2,-4.427565
ENSG00000184557,SOCS3,-3.2757814
ENSG00000108669,CYTH1,0.5850983000000001
ENSG00000055483,USP36,0.22860423
ENSG00000141543,EIF4A3,0.71439844
ENSG00000141522,ARHGDIA,-3.3868039
ENSG00000169718,DUS1L,-1.5454555
ENSG00000167716,WDR81,-1.1520282
ENSG00000132383,RPA1,-2.2581036
ENSG00000182557,SPNS3,-1.1975858999999998
ENSG00000141503,MINK1,0.3599413
ENSG00000029725,RABEP1,1.8114337999999999
ENSG00000167842,MIS12,-0.45074840000000005
ENSG00000219200,RNASEK,-4.13676
ENSG00000072778,ACADVL,-2.8274362
ENSG00000072818,ACAP1,-4.0153875
ENSG00000170004,CHD3,-3.899749
ENSG00000108474,PIGL,1.0707688
ENSG00000187688,TRPV2,-1.8657131999999998
ENSG00000091542,ALKBH5,-5.671447
ENSG00000141068,KSR1,0.051885672
ENSG00000087095,NLK,0.12066977
ENSG00000126653,NSRP1,-0.08245925
ENSG00000176208,ATAD5,0.26649746
ENSG00000131242,RAB11FIP4,-3.4790888
ENSG00000178691,SUZ12,-0.44056156
ENSG00000010244,ZNF207,-1.0748628
ENSG00000278311,GGNBP2,-0.7459266
ENSG00000275023,MLLT6,-4.368461
ENSG00000167258,CDK12,0.34290946
ENSG00000131748,STARD3,-0.9364103000000001
ENSG00000108344,PSMD3,-0.022662029
ENSG00000108349,CASC3,-0.62760484
ENSG00000171475,WIPF2,0.068075955
ENSG00000173812,EIF1,-1.1339629
ENSG00000131467,PSME3,-1.1920053
ENSG00000131469,RPL27,-2.9870205000000003
ENSG00000030582,GRN,-9.365758
ENSG00000136448,NMT1,-0.6020687
ENSG00000141279,NPEPPS,-0.21099406
ENSG00000108424,KPNB1,0.2290887
ENSG00000073861,TBX21,-4.515547
ENSG00000108465,CDK5RAP3,-1.3354692
ENSG00000136436,CALCOCO2,-0.29765397
ENSG00000108846,ABCC3,1.9241858
ENSG00000153944,MSI2,1.1309639999999999
ENSG00000175155,YPEL2,-0.050990812
ENSG00000108406,DHX40,-0.5079675
ENSG00000108443,RPS6KB1,0.7167690999999999
ENSG00000198231,DDX42,-1.1707598999999997
ENSG00000266402,SNHG25,0.75689477
ENSG00000154229,PRKCA,0.5950455
ENSG00000182481,KPNA2,-0.20124537
ENSG00000167851,CD300A,-2.1619692
ENSG00000172794,RAB37,-2.4501927
ENSG00000109062,SLC9A3R1,-5.228741
ENSG00000182173,TSEN54,-3.9618417999999997
ENSG00000073350,LLGL2,0.15741332
ENSG00000266714,MYO15B,0.5579203
ENSG00000161526,SAP30BP,-4.1440269999999995
ENSG00000129657,SEC14L1,-1.3554258
ENSG00000173821,RNF213,-3.4734952000000003
ENSG00000141564,RPTOR,0.9140860000000001
ENSG00000224877,NDUFAF8,-2.341457
ENSG00000169660,HEXD,-0.80405957
ENSG00000141562,NARF,1.0084389999999999
ENSG00000141568,FOXK2,0.9313077
ENSG00000141556,TBCD,-0.2863929
ENSG00000176845,METRNL,-1.2404916000000001
ENSG00000079134,THOC1,0.7008484
ENSG00000132199,ENOSF1,0.70442116
ENSG00000101574,METTL4,-0.64585525
ENSG00000154655,L3MBTL4,2.4565797000000003
ENSG00000154845,PPP4R1,-0.020684506999999998
ENSG00000158201,ABHD3,1.5070253999999998
ENSG00000153339,TRAPPC8,1.0598736
ENSG00000152229,PSTPIP2,-1.714851
ENSG00000078043,PIAS2,-0.25135458
ENSG00000167220,HDHD2,-1.2960491000000003
ENSG00000175387,SMAD2,2.8842168
ENSG00000101665,SMAD7,-1.8817574000000001
ENSG00000265681,RPL17,-4.7403545
ENSG00000196628,TCF4,0.8346431999999999
ENSG00000150637,CD226,1.3561877
ENSG00000176225,RTTN,0.47733173
ENSG00000166347,CYB5A,-3.1912743999999997
ENSG00000180011,ZADH2,-1.0501719999999999
ENSG00000176890,TYMS,-2.3834880000000003
ENSG00000101596,SMCHD1,0.92502856
ENSG00000101608,MYL12A,-4.667664
ENSG00000118680,MYL12B,-3.404322
ENSG00000206418,RAB12,0.8986579
ENSG00000101654,RNMT,-0.38959790000000005
ENSG00000101752,MIB1,0.41507340000000004
ENSG00000101782,RIOK3,1.50786
ENSG00000168234,TTC39C,2.7614377
ENSG00000078142,PIK3C3,0.22807018
ENSG00000152242,C18orf25,0.46411579999999997
ENSG00000134444,RELCH,0.49631268
ENSG00000215421,ZNF407,0.5852710999999999
ENSG00000130856,ZNF236,-0.04824782
ENSG00000131196,NFATC1,-0.12574418
ENSG00000070423,RNF126,-3.6085825
ENSG00000198858,R3HDM4,-2.5876367
ENSG00000182087,TMEM259,-1.6475676
ENSG00000064932,SBNO2,-2.1083982000000003
ENSG00000071655,MBD3,-0.6650779
ENSG00000079313,REXO1,-1.4573447
ENSG00000129911,KLF16,-1.0035326
ENSG00000133243,BTBD2,-3.2665772
ENSG00000065000,AP3D1,-2.160761
ENSG00000130332,LSM7,-2.6593685000000002
ENSG00000176533,GNG7,0.837225
ENSG00000161091,MFSD12,0.0036840443
ENSG00000007264,MATK,-3.7341838
ENSG00000167658,EEF2,0.33454709999999993
ENSG00000178951,ZBTB7A,-3.9091144
ENSG00000126934,MAP2K2,-2.9319072
ENSG00000141985,SH3GL1,-0.19414175
ENSG00000142002,DPP9,0.51460004
ENSG00000174917,MICOS13,-3.129162
ENSG00000205744,DENND1C,-1.1326787
ENSG00000104921,FCER2,-1.1884402
ENSG00000066044,ELAVL1,-0.1698765
ENSG00000267855,NDUFA7,-4.339677
ENSG00000133246,PRAM1,-1.3000995000000002
ENSG00000142347,MYO1F,-1.7224808
ENSG00000174652,ZNF266,-0.59903336
ENSG00000130818,ZNF426,-1.2535466999999998
ENSG00000197961,ZNF121,-0.9615811
ENSG00000130816,DNMT1,-0.8799413
ENSG00000105397,TYK2,-0.91747314
ENSG00000188868,ZNF563,-0.07262209
ENSG00000105576,TNPO2,-3.6842727999999996
ENSG00000104907,TRMT1,-2.889232
ENSG00000132005,RFX1,-0.52652365
ENSG00000099795,NDUFB7,-5.69975
ENSG00000105127,AKAP8,-1.1344442
ENSG00000131351,HAUS8,-1.0658568000000002
ENSG00000105639,JAK3,-2.0529997
ENSG00000064607,SUGP2,-2.8194227
ENSG00000213999,MEF2B,0.14918734
ENSG00000105705,SUGP1,-3.3498452000000003
ENSG00000105717,PBX4,-1.5269523999999999
ENSG00000198521,ZNF43,0.026660686
ENSG00000131943,C19orf12,-1.878479
ENSG00000105186,ANKRD27,-0.9350514000000001
ENSG00000167641,PPP1R14A,-2.0169349999999997
ENSG00000104814,MAP4K1,-2.1632574
ENSG00000068903,SIRT2,-1.4784966999999998
ENSG00000105722,ERF,0.18075535
ENSG00000105287,PRKD2,-1.2000229
ENSG00000090372,STRN4,-3.237567
ENSG00000130749,ZC3H4,-0.81948376
ENSG00000105486,LIG1,-1.1641561000000002
ENSG00000104812,GYS1,0.44255447
ENSG00000126456,IRF3,-1.6341085
ENSG00000105379,ETFB,-0.9371689000000001
ENSG00000105374,NKG7,-4.3058819999999995
ENSG00000170949,ZNF160,-0.35320067
ENSG00000239961,LILRA4,-3.064711
ENSG00000125503,PPP1R12C,-0.85308033
ENSG00000011304,PTBP1,-1.8360769000000001
ENSG00000197766,CFD,-7.926444999999999
ENSG00000116017,ARID3A,-1.4861866000000001
ENSG00000064687,ABCA7,-2.9079189999999997
ENSG00000118046,STK11,-2.1498861000000002
ENSG00000099624,ATP5F1D,-6.2163415
ENSG00000099622,CIRBP,-0.019930065
ENSG00000104904,OAZ1,-5.988746
ENSG00000032444,PNPLA6,-3.0221982000000005
ENSG00000104918,RETN,-3.3549057999999996
ENSG00000233927,RPS28,-5.1974163
ENSG00000099785,MARCH2,-1.8101075
ENSG00000127445,PIN1,0.20397206
ENSG00000105364,MRPL4,-2.8624662999999995
ENSG00000065989,PDE4A,-0.19114618
ENSG00000079805,DNM2,1.3978428
ENSG00000223547,ZNF844,-0.76282996
ENSG00000196646,ZNF136,-0.49766523
ENSG00000179218,CALR,-0.94962174
ENSG00000160888,IER2,-4.743437999999999
ENSG00000104957,CCDC130,-2.018965
ENSG00000132024,CC2D1A,-1.8668993000000003
ENSG00000132017,DCAF15,-1.006859
ENSG00000167460,TPM4,-1.5222882
ENSG00000072958,AP1M1,-0.7262974
ENSG00000127511,SIN3B,-0.69682145
ENSG00000167483,NIBAN3,-1.1682473
ENSG00000105643,ARRDC2,-1.5737045
ENSG00000105662,CRTC1,0.6751256999999999
ENSG00000005007,UPF1,-1.3597944
ENSG00000105671,DDX49,-0.18893073
ENSG00000181035,SLC25A42,0.34885190000000005
ENSG00000167491,GATAD2A,1.1464632
ENSG00000118620,ZNF430,-0.15001112
ENSG00000196705,ZNF431,0.021821867999999998
ENSG00000166398,KIAA0355,-0.26398873
ENSG00000089351,GRAMD1A,-0.5765962
ENSG00000105698,USF2,-7.612124400000001
ENSG00000012124,CD22,0.18134162
ENSG00000105738,SIPA1L3,3.4108699999999996
ENSG00000104825,NFKBIB,0.57379526
ENSG00000196235,SUPT5H,-0.94265795
ENSG00000167578,RAB4B,-0.29398343
ENSG00000007129,CEACAM21,1.0334568000000002
ENSG00000105369,CD79A,-4.7187595
ENSG00000076928,ARHGEF1,0.11313996
ENSG00000104853,CLPTM1,-0.51711476
ENSG00000104856,RELB,1.0599631
ENSG00000104859,CLASRP,0.3510045
ENSG00000125740,FOSB,-4.872147
ENSG00000160007,ARHGAP35,1.3131071
ENSG00000142230,SAE1,-0.52355534
ENSG00000134830,C5AR2,-3.5319684000000002
ENSG00000134815,DHX34,0.5712621999999999
ENSG00000087086,FTL,-6.172363
ENSG00000104852,SNRNP70,-6.435795
ENSG00000104894,CD37,-3.3715632000000006
ENSG00000104960,PTOV1,-0.32457470000000005
ENSG00000269404,SPIB,-1.5456383
ENSG00000167615,LENG8,-1.8332356
ENSG00000104972,LILRB1,-2.2682493
ENSG00000189430,NCR1,0.45114338
ENSG00000083844,ZNF264,-1.6335735
ENSG00000130726,TRIM28,-1.9235003000000002
ENSG00000143797,MBOAT2,-0.8199188000000001
ENSG00000115758,ODC1,-3.0334957
ENSG00000115761,NOL10,0.7012395
ENSG00000134318,ROCK2,0.06315729
ENSG00000151779,NBAS,0.70964855
ENSG00000068697,LAPTM4A,-5.179457
ENSG00000115128,SF3B6,-4.9591327000000005
ENSG00000119772,DNMT3A,0.6924155
ENSG00000138101,DTNB,1.5328301000000002
ENSG00000119760,SUPT7L,-1.6400522000000002
ENSG00000171103,TRMT61B,-0.0568495
ENSG00000091106,NLRC4,-3.5249013999999996
ENSG00000171055,FEZ2,0.29687944
ENSG00000115808,STRN,-0.14907432
ENSG00000055332,EIF2AK2,-1.7437127000000001
ENSG00000152518,ZFP36L2,-3.1288571
ENSG00000115970,THADA,0.5468891
ENSG00000138078,PREPL,0.14316386
ENSG00000143933,CALM2,-1.8027349
ENSG00000138081,FBXO11,1.9499841
ENSG00000068878,PSME4,1.0612308000000001
ENSG00000119866,BCL11A,-0.15191625
ENSG00000197329,PELI1,0.61273474
ENSG00000237638,LINC02245,-0.6364028
ENSG00000198380,GFPT1,-5.1160293
ENSG00000115977,AAK1,0.54146403
ENSG00000114978,MOB1A,-5.434601
ENSG00000115275,MOGS,-0.41981274
ENSG00000163541,SUCLG1,-1.4173373
ENSG00000186854,TRABD2A,-2.2937392999999995
ENSG00000153563,CD8A,-3.2575097
ENSG00000172116,CD8B,-1.0258594
ENSG00000232931,LINC00342,0.63687384
ENSG00000174501,ANKRD36C,-1.3762298000000002
ENSG00000158050,DUSP2,-4.2483735000000005
ENSG00000084090,STARD7,-0.9543001
ENSG00000144028,SNRNP200,-4.283335
ENSG00000114982,KANSL3,-1.1685386999999998
ENSG00000115073,ACTR1B,-1.2071296999999999
ENSG00000071073,MGAT4A,-0.09968989999999998
ENSG00000135945,REV1,-0.31594047
ENSG00000163162,RNF149,2.1322994
ENSG00000125538,IL1B,0.70248336
ENSG00000163161,ERCC3,-0.03368949
ENSG00000169967,MAP3K2,-0.6699397
ENSG00000169554,ZEB2,3.1772153
ENSG00000115947,ORC4,-0.7763397
ENSG00000162980,ARL5A,0.15204312
ENSG00000196504,PRPF40A,-4.325696499999999
ENSG00000123636,BAZ2B,0.42142108
ENSG00000198648,STK39,1.1297338
ENSG00000123600,METTL8,-0.9855473
ENSG00000138433,CIR1,-2.5147734
ENSG00000163328,GPR155,-0.59183085
ENSG00000155657,TTN,-2.577909
ENSG00000163492,CCDC141,-0.44218424
ENSG00000237877,LINC01473,0.98402494
ENSG00000138449,SLC40A1,-4.038009
ENSG00000115415,STAT1,0.5508327
ENSG00000065413,ANKRD44,2.765485
ENSG00000163596,ICA1L,-0.5645326999999999
ENSG00000114933,INO80D,-1.1472725000000001
ENSG00000118263,KLF7,0.7649425999999999
ENSG00000144445,KANSL1L,0.8788031
ENSG00000127824,TUBA4A,-5.560519
ENSG00000116106,EPHA4,0.53889316
ENSG00000135905,DOCK10,1.3384677
ENSG00000085982,USP40,-1.9885422
ENSG00000068024,HDAC4,1.7910194
ENSG00000233392,AC104809.2,-2.6381419999999998
ENSG00000115687,PASK,-1.6611810000000002
ENSG00000115677,HDLBP,-1.9569566999999999
ENSG00000115694,STK25,-2.188507
ENSG00000235576,LINC01871,-0.67677724
ENSG00000134330,IAH1,-1.305985
ENSG00000134324,LPIN1,-0.73029214
ENSG00000173960,UBXN2A,0.4889919
ENSG00000243943,ZNF512,0.33890614
ENSG00000152683,SLC30A6,-0.07149076
ENSG00000152689,RASGRP3,0.39730743
ENSG00000143924,EML4,1.1573458
ENSG00000119729,RHOQ,-4.063614
ENSG00000068724,TTC7A,-1.4317528999999998
ENSG00000170634,ACYP2,1.369782
ENSG00000163001,CFAP36,-0.9379086999999999
ENSG00000170340,B3GNT2,-0.85659426
ENSG00000119844,AFTPH,-4.344707
ENSG00000138071,ACTR2,-0.7904762
ENSG00000143995,MEIS1,-0.31443894
ENSG00000075292,ZNF638,0.19821213
ENSG00000116127,ALMS1,0.15957166
ENSG00000114956,DGUOK,-0.31215614
ENSG00000115459,ELMOD3,-0.45460895
ENSG00000115523,GNLY,-2.8445678
ENSG00000115548,KDM3A,-0.11477831
ENSG00000172005,MAL,-1.461008
ENSG00000196843,ARID5A,-1.4938605
ENSG00000158158,CNNM4,0.63648653
ENSG00000135976,ANKRD36,0.6752083999999999
ENSG00000115085,ZAP70,-4.3295856
ENSG00000169756,LIMS1,-2.1338717999999997
ENSG00000153201,RANBP2,0.18302022
ENSG00000188177,ZC3H6,0.40965843
ENSG00000114999,TTL,-0.96997637
ENSG00000144136,SLC20A1,0.23976612
ENSG00000125637,PSD4,-2.3236578
ENSG00000088179,PTPN4,0.80182934
ENSG00000136731,UGGT1,0.48323467
ENSG00000072135,PTPN18,-3.0301169999999997
ENSG00000082258,CCNT2,-0.252291
ENSG00000115839,RAB3GAP1,0.7752281999999999
ENSG00000121989,ACVR2A,0.33373562
ENSG00000136560,TANK,0.829559
ENSG00000144290,SLC4A10,1.0858811000000002
ENSG00000172292,CERS6,1.4986681999999998
ENSG00000128708,HAT1,-0.12708393
ENSG00000091409,ITGA6,-1.4456223999999998
ENSG00000152256,PDK1,-0.473524
ENSG00000116095,PLEKHA3,-0.5870982
ENSG00000234663,LINC01934,-0.403059
ENSG00000064933,PMS1,0.037512462999999996
ENSG00000138386,NAB1,-0.60487366
ENSG00000173559,NABP1,-0.48215988
ENSG00000196950,SLC39A10,2.9218946
ENSG00000272211,AC114760.2,0.5257170999999999
ENSG00000115896,PLCL1,3.2234716
ENSG00000138380,CARF,-0.03479284
ENSG00000178562,CD28,-1.8670933
ENSG00000114942,EEF1B2,-6.749289
ENSG00000118260,CREB1,-1.3309684
ENSG00000115020,PIKFYVE,0.23758554
ENSG00000197756,RPL37A,-3.0375787999999995
ENSG00000144580,CNOT9,-1.2569883
ENSG00000144567,RETREG2,-2.0723126
ENSG00000163516,ANKZF1,-4.40607
ENSG00000123983,ACSL3,0.8676271999999999
ENSG00000079263,SP140,0.10100064
ENSG00000185404,SP140L,-2.2030587
ENSG00000135916,ITM2C,-4.769637599999999
ENSG00000204120,GIGYF2,-1.9456983
ENSG00000157985,AGAP1,1.3054738000000001
ENSG00000142327,RNPEPL1,-5.0547557
ENSG00000168397,ATG4B,-0.7948621
ENSG00000168395,ING5,-0.16730009
ENSG00000125875,TBC1D20,-1.4437864
ENSG00000089012,SIRPG,-2.1730633
ENSG00000125835,SNRPB,-0.9302324000000001
ENSG00000088854,C20orf194,-3.4074674
ENSG00000132646,PCNA,-6.8531656000000005
ENSG00000125827,TMX4,0.6494291999999999
ENSG00000125863,MKKS,-0.65937173
ENSG00000125844,RRBP1,-0.6863484999999999
ENSG00000101343,CRNKL1,-0.5189963
ENSG00000171552,BCL2L1,-0.6268746000000001
ENSG00000126003,PLAGL2,-3.498126
ENSG00000149600,COMMD7,-2.7069973999999997
ENSG00000100991,TRPC4AP,0.65815353
ENSG00000101082,SLA2,-3.225851
ENSG00000132823,OSER1,-0.53931713
ENSG00000196839,ADA,-1.4192652
ENSG00000198026,ZNF335,-0.49549153
ENSG00000124160,NCOA5,-0.2665628
ENSG00000080189,SLC35C2,-0.9117224
ENSG00000101040,ZMYND8,0.114218
ENSG00000158470,B4GALT5,2.1870487
ENSG00000240849,TMEM189,-0.23089416
ENSG00000101096,NFATC2,0.24690373
ENSG00000171940,ZNF217,-0.60361755
ENSG00000124225,PMEPA1,-4.945696400000001
ENSG00000124172,ATP5F1E,-5.197804
ENSG00000125877,ITPA,-2.6106417
ENSG00000101224,CDC25B,-6.3063517
ENSG00000101247,NDUFAF5,-0.4676182
ENSG00000077984,CST7,-3.6008042999999996
ENSG00000101336,HCK,0.08502051
ENSG00000171456,ASXL1,3.7407458
ENSG00000078699,CBFA2T2,1.7481285
ENSG00000132792,CTNNBL1,-0.22597235
ENSG00000101445,PPP1R16B,1.5452987
ENSG00000101452,DHX35,-0.051634744
ENSG00000101109,STK4,0.41375118
ENSG00000101457,DNTTIP1,-1.472421
ENSG00000101017,CD40,-2.6372743
ENSG00000197818,SLC9A8,0.10962016
ENSG00000224397,SMIM25,-2.300655
ENSG00000196396,PTPN1,-2.4708137999999997
ENSG00000182463,TSHZ2,-1.0887896000000001
ENSG00000087589,CASS4,0.40061593
ENSG00000124222,STX16,-2.2083057999999998
ENSG00000215440,NPEPL1,-1.103011
ENSG00000124203,ZNF831,0.6919575
ENSG00000130703,OSBPL2,0.17871208
ENSG00000197114,ZGPAT,-1.6613199
ENSG00000203896,LIME1,-2.1839682999999996
ENSG00000101152,DNAJC5,0.46017286
ENSG00000156304,SCAF4,0.792175
