gene_id,gene_name,log(velocity_gamma)
ENSG00000185024,BRF1,-1.8130148999999998
ENSG00000211890,IGHA2,-6.477372
ENSG00000211892,IGHG4,-3.8173769
ENSG00000211893,IGHG2,-4.748838
ENSG00000253755,IGHGP,0.8839776
ENSG00000211895,IGHA1,1.4028034
ENSG00000211896,IGHG1,-2.6500216
ENSG00000211897,IGHG3,2.3218818
ENSG00000211898,IGHD,-0.18916216
ENSG00000211899,IGHM,2.4209254000000002
ENSG00000277734,TRAC,-4.9199443
ENSG00000197324,LRP10,-1.1965611
ENSG00000100897,DCAF11,-2.112464
ENSG00000213903,LTB4R,-4.8742127
ENSG00000151413,NUBPL,0.053986043
ENSG00000151322,NPAS3,0.44728848
ENSG00000139865,TTC6,0.9454630999999999
ENSG00000198718,TOGARAM1,-0.30157584
ENSG00000185246,PRPF39,-1.2382488
ENSG00000139926,FRMD6,-2.454081
ENSG00000186469,GNG2,2.1713009999999997
ENSG00000180008,SOCS4,-2.3288205
ENSG00000053770,AP5M1,-1.571852
ENSG00000100578,KIAA0586,-1.8263685
ENSG00000139974,SLC38A6,-1.7382638
ENSG00000054654,SYNE2,-2.3164296
ENSG00000126804,ZBTB1,-0.35576233
ENSG00000259153,AC004816.1,-1.5201672
ENSG00000156127,BATF,1.9056237
ENSG00000119685,TTLL5,0.7496628000000001
ENSG00000185070,FLRT2,-0.52517986
ENSG00000140030,GPR65,-3.4245447999999996
ENSG00000258752,AL357093.2,-2.907693
ENSG00000165949,IFI27,-3.4851593999999997
ENSG00000196136,SERPINA3,-5.531522
ENSG00000258979,LINC02299,-0.44058415
ENSG00000100749,VRK1,-2.1194346
ENSG00000197102,DYNC1H1,-1.5627211
ENSG00000022976,ZNF839,-1.7342485
ENSG00000185215,TNFAIP2,-4.869004
ENSG00000126214,KLC1,-0.73220366
ENSG00000182809,CRIP2,-5.195158
ENSG00000128731,HERC2,-1.2254155
ENSG00000215252,GOLGA8B,-3.8488064
ENSG00000134146,DPH6,-0.21844470000000002
ENSG00000104129,DNAJC17,-2.6481605
ENSG00000261684,AC018362.1,-1.5561657
ENSG00000159459,UBR1,0.43273863
ENSG00000092439,TRPM7,-0.30262834
ENSG00000128833,MYO5C,-2.9215698
ENSG00000197535,MYO5A,0.17126042
ENSG00000103657,HERC1,-0.75969684
ENSG00000090470,PDCD7,-3.0687761
ENSG00000166855,CLPX,-1.4810938
ENSG00000137831,UACA,-2.7246113
ENSG00000169375,SIN3A,-1.4018629999999999
ENSG00000173517,PEAK1,1.2813069
ENSG00000140379,BCL2A1,-1.2300413000000001
ENSG00000103942,HOMER2,-1.3302684
ENSG00000197696,NMB,-3.380646
ENSG00000285667,AC012291.3,-1.048759
ENSG00000183655,KLHL25,-1.1392708
ENSG00000140545,MFGE8,-5.004445
ENSG00000170113,NIPA1,-1.8524715
ENSG00000224078,SNHG14,-0.46863052
ENSG00000137801,THBS1,-2.9824467
ENSG00000166140,ZFYVE19,-2.7317784
ENSG00000128917,DLL4,-1.4752358
ENSG00000137802,MAPKBP1,-0.72570014
ENSG00000104131,EIF3J,-0.87798506
ENSG00000137857,DUOX1,-2.6753082000000004
ENSG00000140284,SLC27A2,-5.317442
ENSG00000138592,USP8,-1.0294117
ENSG00000069956,MAPK6,-0.63173354
ENSG00000128849,CGNL1,-2.2488601000000004
ENSG00000157470,FAM81A,-2.9682717
ENSG00000140416,TPM1,-2.3810263
ENSG00000103769,RAB11A,0.20802182
ENSG00000166938,DIS3L,-2.2087057
ENSG00000137764,MAP2K5,-0.35882166
ENSG00000245750,DRAIC,1.6096967
ENSG00000187720,THSD4,1.1758612
ENSG00000167196,FBXO22,-1.3539166
ENSG00000140403,DNAJA4,-2.754536
ENSG00000136383,ALPK3,-0.41844022
ENSG00000140548,ZNF710,-0.18420970000000003
ENSG00000185033,SEMA4B,-0.48830807
ENSG00000182511,FES,-1.7209644
ENSG00000140553,UNC45A,-2.5618925
ENSG00000176463,SLCO3A1,0.8304266
ENSG00000140443,IGF1R,-2.2394748
ENSG00000162004,CCDC78,-3.891408
ENSG00000103227,LMF1,-0.77350587
ENSG00000103249,CLCN7,-2.8516572
ENSG00000008710,PKD1,-3.3458312000000006
ENSG00000260260,SNHG19,-2.897729
ENSG00000184207,PGP,-3.089235
ENSG00000167972,ABCA3,-1.4864565
ENSG00000153443,UBALD1,-2.4285715
ENSG00000168096,ANKS3,-2.5611002
ENSG00000213853,EMP2,-2.660945
ENSG00000122299,ZC3H7A,-0.625826
ENSG00000069764,PLA2G10,-5.3426204
ENSG00000133392,MYH11,-0.730895
ENSG00000157106,SMG1,-0.5742322
ENSG00000169347,GP2,-2.6073463
ENSG00000158486,DNAH3,-1.0064255
ENSG00000168434,COG7,-0.75029725
ENSG00000140750,ARHGAP17,-2.558926
ENSG00000077235,GTF3C1,-2.569352
ENSG00000149927,DOC2A,-3.5617358999999995
ENSG00000180096,SEPTIN1,-2.5486646
ENSG00000196118,CCDC189,-5.4218874
ENSG00000129636,ITFG1,-0.23849973
ENSG00000125144,MT1G,-6.6750784
ENSG00000125107,CNOT1,-1.3225149999999999
ENSG00000140937,CDH11,-1.6736608
ENSG00000166592,RRAD,-3.411545
ENSG00000157423,HYDIN,-0.43046626
ENSG00000140943,MBTPS1,-2.189276
ENSG00000153786,ZDHHC7,-1.0747255
ENSG00000153789,FAM92B,-5.762715
ENSG00000141012,GALNS,-2.6239752999999997
ENSG00000131165,CHMP1A,-3.240259
ENSG00000075399,VPS9D1,-0.67064685
ENSG00000007541,PIGQ,-4.6033754
ENSG00000161996,WDR90,-6.992896000000001
ENSG00000140983,RHOT2,-1.5244813
ENSG00000102854,MSLN,-1.5124648
ENSG00000131634,TMEM204,-2.0316186000000003
ENSG00000007545,CRAMP1,-2.288265
ENSG00000065054,SLC9A3R2,-4.6647334
ENSG00000103197,TSC2,-1.9305042000000001
ENSG00000167964,RAB26,-0.24163009
ENSG00000167967,E4F1,-2.5605265999999998
ENSG00000140992,PDPK1,-2.168241
ENSG00000103351,CLUAP1,-2.9891891
ENSG00000168140,VASN,-2.4007657000000004
ENSG00000260071,AC012178.1,-1.5128475000000001
ENSG00000103274,NUBP1,-1.8680754000000002
ENSG00000072864,NDE1,-0.9406856
ENSG00000103534,TMC5,-0.76873994
ENSG00000103540,CCP110,-5.6395946
ENSG00000175267,VWA3A,-1.9160549999999998
ENSG00000103319,EEF2K,-0.61891234
ENSG00000077238,IL4R,-0.11443574
ENSG00000047578,KIAA0556,-1.9887929
ENSG00000168488,ATXN2L,-1.3595173
ENSG00000260517,AC009093.2,0.37610313
ENSG00000167371,PRRT2,-3.0275962000000005
ENSG00000169592,INO80E,-2.91528
ENSG00000005844,ITGAL,-2.4600346
ENSG00000177238,TRIM72,-0.48475346
ENSG00000140678,ITGAX,-1.669312
ENSG00000140807,NKD1,-1.8864851000000002
ENSG00000083799,CYLD,0.10041384
ENSG00000087245,MMP2,0.08694376
ENSG00000125148,MT2A,-4.430433
ENSG00000169715,MT1E,-3.2869878
ENSG00000205364,MT1M,-4.1377215
ENSG00000205362,MT1A,-2.772601
ENSG00000198417,MT1F,-3.3827190000000003
ENSG00000205358,MT1H,-4.724368
ENSG00000187193,MT1X,-5.0459843
ENSG00000006210,CX3CL1,-3.2244677999999998
ENSG00000102970,CCL17,-4.8478107
ENSG00000172824,CES4A,-4.868197400000001
ENSG00000125149,C16orf70,-1.8288503
ENSG00000103066,PLA2G15,-5.944
ENSG00000132600,PRMT7,-1.8693761000000002
ENSG00000090857,PDPR,-2.8273525
ENSG00000172137,CALB2,-1.7804894
ENSG00000257017,HP,-0.39501342
ENSG00000168589,DYNLRB2,-2.916129
ENSG00000154099,DNAAF1,-4.595962
ENSG00000131149,GSE1,-0.78470004
ENSG00000197912,SPG7,-0.76081455
ENSG00000167523,SPATA33,-7.221058
ENSG00000185324,CDK10,-2.4789035
ENSG00000140995,DEF8,-1.3238807
ENSG00000141013,GAS8,-3.9013667
ENSG00000167703,SLC43A2,-1.2946838999999999
ENSG00000186532,SMYD4,-1.6165973999999999
ENSG00000070366,SMG6,-0.39020570000000004
ENSG00000070444,MNT,-3.8070934000000003
ENSG00000132361,CLUH,-3.0809052
ENSG00000074755,ZZEF1,-0.89192355
ENSG00000132388,UBE2G1,-0.35519394
ENSG00000161905,ALOX15,-4.320396
ENSG00000182853,VMO1,-4.0595064
ENSG00000091592,NLRP1,0.6419497
ENSG00000132514,CLEC10A,-5.0335913
ENSG00000179094,PER1,-0.47470972
ENSG00000133026,MYH10,-0.600521
ENSG00000109099,PMP22,-3.8204026
ENSG00000125409,TEKT3,-5.693518
ENSG00000239704,CDRT4,-0.17974897
ENSG00000225442,MPRIP-AS1,-2.5249658
ENSG00000166482,MFAP4,2.2770033
ENSG00000126861,OMG,-5.680889
ENSG00000176658,MYO1D,1.0250683
ENSG00000092871,RFFL,-0.35006279999999995
ENSG00000172716,SLFN11,-1.3375822
ENSG00000271503,CCL5,-3.050573
ENSG00000276409,CCL14,-5.1328497
ENSG00000277632,CCL3,-0.7309589
ENSG00000276085,CCL3L1,-5.715115
ENSG00000277363,SRCIN1,-4.1680164
ENSG00000161405,IKZF3,-1.7167877
ENSG00000131746,TNS4,-1.356105
ENSG00000126353,CCR7,-2.969186
ENSG00000171346,KRT15,-5.0453887
ENSG00000128422,KRT17,-3.6881657
ENSG00000173757,STAT5B,0.39865556
ENSG00000177469,CAVIN1,-3.24533
ENSG00000141699,RETREG3,-2.444265
ENSG00000188825,LINC00910,1.4001045
ENSG00000108840,HDAC5,-1.0684209999999998
ENSG00000267080,ASB16-AS1,-1.0460488000000001
ENSG00000224505,AC138150.1,-1.1750056
ENSG00000006062,MAP3K14,-0.16533853
ENSG00000159314,ARHGAP27,-1.7540116000000001
ENSG00000011258,MBTD1,-0.6083183000000001
ENSG00000166292,TMEM100,-4.7030816
ENSG00000136451,VEZF1,-3.6048892
ENSG00000011143,MKS1,-4.591223
ENSG00000108389,MTMR4,-4.0070043
ENSG00000108423,TUBD1,-0.6717626
ENSG00000108510,MED13,0.22795877
ENSG00000178607,ERN1,1.0884243999999998
ENSG00000261371,PECAM1,-1.6991756999999998
ENSG00000120063,GNA13,-0.28400204
ENSG00000154240,CEP112,-3.1982223999999997
ENSG00000154265,ABCA5,-3.8959064
ENSG00000186407,CD300E,-1.8555843999999997
ENSG00000132471,WBP2,-1.1548585
ENSG00000132481,TRIM47,-3.2982894999999997
ENSG00000175931,UBE2O,-0.82010674
ENSG00000070495,JMJD6,-0.23491624
ENSG00000184557,SOCS3,-4.873241
ENSG00000055483,USP36,0.75143653
ENSG00000141582,CBX4,-3.7530022000000005
ENSG00000181409,AATK,-4.039864
ENSG00000157637,SLC38A10,-1.8733567
ENSG00000176155,CCDC57,0.037723823999999996
ENSG00000141580,WDR45B,-0.10363555
ENSG00000175711,B3GNTL1,-1.9190890999999999
ENSG00000187624,C17orf97,-7.0863857
ENSG00000167716,WDR81,-1.6503569
ENSG00000132386,SERPINF1,-4.9536667
ENSG00000132359,RAP1GAP2,-0.07374353
ENSG00000183018,SPNS2,-5.2178507000000005
ENSG00000072818,ACAP1,-5.473179
ENSG00000183914,DNAH2,-1.4492148
ENSG00000132510,KDM6B,-4.340404
ENSG00000170004,CHD3,-1.0136658
ENSG00000065320,NTN1,-4.321882700000001
ENSG00000154914,USP43,-3.1733105
ENSG00000108557,RAI1,-1.0092723
ENSG00000109046,WSB1,-1.5062273000000002
ENSG00000109079,TNFAIP1,-3.8703425000000005
ENSG00000109111,SUPT6H,-1.7203585
ENSG00000108691,CCL2,-5.942147
ENSG00000275385,CCL18,-4.7569547
ENSG00000277089,AC243829.4,-0.70005953
ENSG00000275302,CCL4,-5.517775
ENSG00000276070,CCL4L2,-2.6931865000000004
ENSG00000278311,GGNBP2,-1.3053999
ENSG00000274211,SOCS7,-1.7816224999999999
ENSG00000275832,ARHGAP23,-2.8303363
ENSG00000275023,MLLT6,-2.4183494999999997
ENSG00000002834,LASP1,-1.5642133999999999
ENSG00000126351,THRA,-2.0968956999999997
ENSG00000033627,ATP6V0A1,-0.11392268
ENSG00000184988,TMEM106A,-1.2871168
ENSG00000136436,CALCOCO2,-1.5215842
ENSG00000108848,LUC7L3,-2.4885075
ENSG00000153930,ANKFN1,-0.6203973
ENSG00000153933,DGKE,-2.4936588
ENSG00000062716,VMP1,-1.3072834999999998
ENSG00000170836,PPM1D,-0.68816394
ENSG00000146872,TLK2,-1.0121359
ENSG00000011028,MRC2,-4.1940846
ENSG00000224383,PRR29,-5.4465666
ENSG00000153822,KCNJ16,-1.5712965
ENSG00000166685,COG1,-3.213756
ENSG00000171595,DNAI2,-1.8228487
ENSG00000266714,MYO15B,-1.2240328999999999
ENSG00000132470,ITGB4,-3.2474363
ENSG00000132478,UNK,-0.7923783000000001
ENSG00000129657,SEC14L1,-0.09008902
ENSG00000078687,TNRC6C,-0.45660029999999996
ENSG00000167895,TMC8,-2.1688926
ENSG00000167280,ENGASE,-2.7555853999999997
ENSG00000175866,BAIAP2,-0.88331854
ENSG00000141562,NARF,-0.8370481
ENSG00000141556,TBCD,-1.5693353
ENSG00000101605,MYOM1,-1.5698439
ENSG00000154655,L3MBTL4,0.13369727
ENSG00000158201,ABHD3,1.1370909
ENSG00000154065,ANKRD29,-1.3845316
ENSG00000171885,AQP4,-3.2692537
ENSG00000166510,CCDC68,-3.4697912000000004
ENSG00000196628,TCF4,-0.83497965
ENSG00000134440,NARS,-2.2712862
ENSG00000081923,ATP8B1,0.3159287
ENSG00000057149,SERPINB3,-4.319202400000001
ENSG00000101596,SMCHD1,-0.7360711
ENSG00000177337,DLGAP1-AS1,-1.0798212
ENSG00000173482,PTPRM,1.7006129
ENSG00000141404,GNAL,-0.27868408
ENSG00000168675,LDLRAD4,0.21176235
ENSG00000101654,RNMT,-1.2105763
ENSG00000101782,RIOK3,-0.98878556
ENSG00000053747,LAMA3,-0.75402147
ENSG00000101695,RNF125,-1.1902957
ENSG00000134769,DTNA,-3.0451922000000002
ENSG00000166974,MAPRE2,-0.32778759999999996
ENSG00000075643,MOCOS,-2.0852249
ENSG00000141622,RNF165,-3.8300714
ENSG00000134030,CTIF,-0.0026220453000000005
ENSG00000074657,ZNF532,-0.69481933
ENSG00000134443,GRP,-2.2584543
ENSG00000141682,PMAIP1,-4.108080999999999
ENSG00000150636,CCDC102B,-1.2089537000000001
ENSG00000133313,CNDP2,-2.2874974999999997
ENSG00000129951,PLPPR3,-5.966472
ENSG00000182087,TMEM259,-2.332369
ENSG00000099817,POLR2E,-1.5363202
ENSG00000071655,MBD3,-2.6689498
ENSG00000129911,KLF16,-1.7525666000000002
ENSG00000267011,AC011498.1,-1.4916061
ENSG00000171105,INSR,-1.0554186
ENSG00000104980,TIMM44,-2.4431540000000003
ENSG00000142347,MYO1F,-3.8174379999999997
ENSG00000181143,MUC16,-2.9516687000000004
ENSG00000130818,ZNF426,-1.7370917000000001
ENSG00000171466,ZNF562,-1.9027386999999998
ENSG00000076662,ICAM3,-4.3968167000000005
ENSG00000130158,DOCK6,-1.6923218
ENSG00000161914,ZNF653,-2.3777575
ENSG00000102575,ACP5,-4.8663
ENSG00000197647,ZNF433,-1.4338235000000001
ENSG00000188868,ZNF563,-2.6522002000000002
ENSG00000105576,TNPO2,-2.1000468999999997
ENSG00000132002,DNAJB1,-4.838810400000001
ENSG00000141867,BRD4,-0.98146826
ENSG00000160111,CPAMD8,-0.03249192
ENSG00000160113,NR2F6,-4.781986
ENSG00000105650,PDE4C,1.297963
ENSG00000284797,AC008397.1,-1.9318153999999998
ENSG00000130518,IQCN,-0.7874454000000001
ENSG00000105717,PBX4,-1.193333
ENSG00000188171,ZNF626,-1.6100283000000002
ENSG00000105186,ANKRD27,-1.2868091
ENSG00000161265,U2AF1L4,-1.1644676999999999
ENSG00000167604,NFKBID,-2.356353
ENSG00000161281,COX7A1,-4.0875845
ENSG00000196357,ZNF565,0.31287035
ENSG00000196967,ZNF585A,-0.8130616
ENSG00000167641,PPP1R14A,-0.33419895
ENSG00000128000,ZNF780B,-2.1469612000000002
ENSG00000267107,PCAT19,-0.92510927
ENSG00000079435,LIPE,-1.9239466
ENSG00000105771,SMG9,-1.881934
ENSG00000125741,OPA3,-0.10304712
ENSG00000104936,DMPK,-3.0272384
ENSG00000125755,SYMPK,-1.5938258
ENSG00000105287,PRKD2,-0.42782600000000004
ENSG00000090372,STRN4,-3.3401828
ENSG00000105479,CCDC114,-3.8757496
ENSG00000105538,RASIP1,-2.9885767000000003
ENSG00000105552,BCAT2,-1.7467456000000001
ENSG00000131400,NAPSA,-4.800619599999999
ENSG00000129451,KLK10,-2.7668087000000003
ENSG00000105374,NKG7,-3.7709038
ENSG00000142512,SIGLEC10,-3.1571569999999998
ENSG00000287608,AC022137.4,-3.686932
ENSG00000142409,ZNF787,-3.0231482999999995
ENSG00000178935,ZNF552,-0.43948844
ENSG00000011304,PTBP1,-3.7578704
ENSG00000197766,CFD,-7.895232000000001
ENSG00000116017,ARID3A,-2.046059
ENSG00000116032,GRIN3B,-4.601965
ENSG00000064687,ABCA7,-2.3312445
ENSG00000099617,EFNA2,-2.5609407
ENSG00000160953,PWWP3A,-3.0566866000000004
ENSG00000099860,GADD45B,-4.638866999999999
ENSG00000125912,NCLN,-1.1707115
ENSG00000105325,FZR1,-2.4665348999999996
ENSG00000167674,HDGFL2,-1.4048895000000001
ENSG00000125733,TRIP10,-2.0707965
ENSG00000032444,PNPLA6,-6.6437697
ENSG00000104918,RETN,-3.5776083
ENSG00000127445,PIN1,1.3178021999999998
ENSG00000090339,ICAM1,-1.6556176999999999
ENSG00000213339,QTRT1,-0.54394567
ENSG00000130164,LDLR,-1.6507618000000002
ENSG00000130176,CNN1,0.6050843000000001
ENSG00000223547,ZNF844,-1.54464
ENSG00000173875,ZNF791,-2.4337063
ENSG00000132003,ZSWIM4,-1.0970999
ENSG00000104998,IL27RA,-4.640474299999999
ENSG00000127528,KLF2,-5.56807
ENSG00000099331,MYO9B,0.8220546000000001
ENSG00000130304,SLC27A1,-1.8616662
ENSG00000216490,IFI30,-4.8495665
ENSG00000130513,GDF15,-4.555793
ENSG00000166398,KIAA0355,-0.37984082
ENSG00000089335,ZNF302,-1.4206343000000001
ENSG00000089356,FXYD3,-3.90294
ENSG00000167644,C19orf33,-1.9433203000000001
ENSG00000196235,SUPT5H,-1.0574431
ENSG00000105197,TIMM50,-2.5040722
ENSG00000090006,LTBP4,-2.0785878
ENSG00000142039,CCDC97,0.95695096
ENSG00000248098,BCKDHA,-2.6125712000000005
ENSG00000086548,CEACAM6,-3.7028162000000004
ENSG00000079432,CIC,-4.24564
ENSG00000187244,BCAM,-5.7013803
ENSG00000130202,NECTIN2,-0.23322174
ENSG00000130203,APOE,-7.3377643
ENSG00000130208,APOC1,-0.89225143
ENSG00000234906,APOC2,0.18339907
ENSG00000104859,CLASRP,-0.7062751
ENSG00000010310,GIPR,-2.3773307999999997
ENSG00000124440,HIF3A,-0.7372093000000001
ENSG00000134815,DHX34,0.20950653
ENSG00000087086,FTL,-5.089958
ENSG00000130529,TRPM4,-1.5089039
ENSG00000187474,FPR3,-2.779345
ENSG00000196214,ZNF766,-0.78205603
ENSG00000130844,ZNF331,-1.8643643
ENSG00000167615,LENG8,-2.5742483
ENSG00000160472,TMEM190,-4.445059
ENSG00000167685,ZNF444,-4.6097546
ENSG00000268895,A1BG-AS1,-2.573195
ENSG00000083838,ZNF446,-2.5112514
ENSG00000130726,TRIM28,-3.9049985
ENSG00000143797,MBOAT2,-0.7008624
ENSG00000151694,ADAM17,-2.051515
ENSG00000198399,ITSN2,0.09741009
ENSG00000115211,EIF2B4,-4.5642676
ENSG00000138002,IFT172,-2.7161815
ENSG00000091106,NLRC4,-0.5943729
ENSG00000119787,ATL2,-0.7440720000000001
ENSG00000011566,MAP4K3,0.303204
ENSG00000115970,THADA,-0.19506286
ENSG00000068784,SRBD1,-0.22595052
ENSG00000115239,ASB3,0.5693038
ENSG00000115380,EFEMP1,-5.4437456
ENSG00000115464,USP34,0.1405835
ENSG00000143951,WDPCP,0.81133616
ENSG00000243667,WDR92,-0.4138849
ENSG00000183607,GKN2,-4.6673803
ENSG00000124374,PAIP2B,-8.184032
ENSG00000188687,SLC4A5,-0.65205336
ENSG00000204843,DCTN1,-2.9906874
ENSG00000168878,SFTPB,-1.0301183
ENSG00000115525,ST3GAL5,-1.8127159
ENSG00000153563,CD8A,-2.5417577999999996
ENSG00000174501,ANKRD36C,-3.1300666
ENSG00000196872,KIAA1211L,-3.8276730000000003
ENSG00000115652,UXS1,-1.1529768999999999
ENSG00000115008,IL1A,-1.3474972
ENSG00000125538,IL1B,-2.0432549
ENSG00000115112,TFCP2L1,-1.7983962
ENSG00000074054,CLASP1,0.33311674
ENSG00000169967,MAP3K2,-0.11891375
ENSG00000163166,IWS1,-1.0193827
ENSG00000072163,LIMS2,-7.2053804
ENSG00000121966,CXCR4,-5.2770285999999995
ENSG00000115963,RND3,-2.634818
ENSG00000153234,NR4A2,-1.0513823
ENSG00000115165,CYTIP,-2.3191509999999997
ENSG00000082438,COBLL1,0.9983618000000001
ENSG00000136546,SCN7A,-1.673582
ENSG00000198648,STK39,0.001269488
ENSG00000163328,GPR155,-1.4695656000000001
ENSG00000180228,PRKRA,-2.4979923
ENSG00000155657,TTN,-2.0217288
ENSG00000064989,CALCRL,-0.40588635
ENSG00000003436,TFPI,-1.6043198
ENSG00000138449,SLC40A1,-2.819513
ENSG00000168497,CAVIN2,-4.355951999999999
ENSG00000081320,STK17B,-2.3421178
ENSG00000197121,PGAP1,-1.4504291999999999
ENSG00000065413,ANKRD44,1.3766711
ENSG00000115942,ORC2,-1.2817483
ENSG00000155744,FAM126B,-0.80313385
ENSG00000003393,ALS2,-1.4846696000000001
ENSG00000118263,KLF7,-0.61112756
ENSG00000115414,FN1,-1.8898241999999998
ENSG00000115461,IGFBP5,-3.5258858
ENSG00000115649,CNPPD1,-2.360585
ENSG00000127824,TUBA4A,-4.2956533
ENSG00000123989,CHPF,-2.4976863999999996
ENSG00000081052,COL4A4,-3.044505
ENSG00000066248,NGEF,-7.465663
ENSG00000163359,COL6A3,-2.1116102000000003
ENSG00000132326,PER2,-2.6076553
ENSG00000144504,ANKMY1,-0.9637471
ENSG00000115687,PASK,-2.5635092
ENSG00000235576,LINC01871,-0.24060921
ENSG00000115738,ID2,-2.1170757
ENSG00000134324,LPIN1,-1.4452575
ENSG00000138018,SELENOI,-1.3016964
ENSG00000189350,TOGARAM2,-1.780484
ENSG00000119820,YIPF4,-1.7199895
ENSG00000018699,TTC27,-1.2503194
ENSG00000150938,CRIM1,-1.6672705
ENSG00000143891,GALM,1.6079472
ENSG00000231312,MAP4K3-DT,0.08897174
ENSG00000152527,PLEKHH2,-0.022075418
ENSG00000138032,PPM1B,0.7444984
ENSG00000116016,EPAS1,-0.736901
ENSG00000119878,CRIPT,-2.4490507000000004
ENSG00000115306,SPTBN1,-3.5953557000000003
ENSG00000162928,PEX13,-1.9540848000000002
ENSG00000162929,KIAA1841,-2.1298277000000003
ENSG00000143995,MEIS1,-2.8172693
ENSG00000115946,PNO1,-1.6274921999999998
ENSG00000075292,ZNF638,-0.7876981
ENSG00000135624,CCT7,-4.2987547
ENSG00000163017,ACTG2,-2.3272104
ENSG00000187605,TET3,-0.03241803
ENSG00000115423,DNAH6,-1.346795
ENSG00000034510,TMSB10,-2.5610592
ENSG00000176407,KCMF1,-1.2316433
ENSG00000115459,ELMOD3,-1.3646643999999999
ENSG00000115523,GNLY,-3.7405699999999995
ENSG00000168874,ATOH8,-5.090453
ENSG00000115548,KDM3A,-1.5519009
ENSG00000144115,THNSL2,-3.3636966
ENSG00000135976,ANKRD36,-1.7862991000000001
ENSG00000228486,C2orf92,-2.2617047
ENSG00000071054,MAP4K4,-0.17501163
ENSG00000115590,IL1R2,-0.8249011
ENSG00000115602,IL1RL1,-1.3879561000000002
ENSG00000115604,IL18R1,-1.7273189999999998
ENSG00000119147,ECRG4,-6.096425
ENSG00000188177,ZC3H6,-3.7326458
ENSG00000144136,SLC20A1,-0.9923443000000001
ENSG00000136689,IL1RN,-2.1096706000000003
ENSG00000125637,PSD4,-5.4988127
ENSG00000115109,EPB41L5,-0.69186354
ENSG00000136731,UGGT1,-1.9463104
ENSG00000144228,SPOPL,-1.6618468000000002
ENSG00000121989,ACVR2A,-1.433483
ENSG00000123610,TNFAIP6,-0.033595547
ENSG00000080345,RIF1,-0.9816056000000001
ENSG00000136542,GALNT5,-2.1093884
ENSG00000115183,TANC1,1.0935565
ENSG00000071967,CYBRD1,-1.9941057
ENSG00000091409,ITGA6,-0.84952563
ENSG00000152256,PDK1,-1.2987243
ENSG00000091428,RAPGEF4,-0.7485866999999999
ENSG00000223960,CHROMR,-2.0703025
ENSG00000115232,ITGA4,-1.5769354
ENSG00000144366,GULP1,-2.8799856
ENSG00000168542,COL3A1,-1.5609826999999998
ENSG00000151689,INPP1,-1.1876698
ENSG00000173559,NABP1,-0.25784063
ENSG00000115541,HSPE1,-2.3367636000000003
ENSG00000064012,CASP8,-1.2642608999999998
ENSG00000182329,KIAA2012,-1.6921724999999999
ENSG00000138439,FAM117B,-1.2220362
ENSG00000138380,CARF,-2.1436610000000003
ENSG00000138443,ABI2,-0.45069209999999993
ENSG00000163599,CTLA4,-2.5659325
ENSG00000163600,ICOS,-2.5460896
ENSG00000115020,PIKFYVE,-0.2887926
ENSG00000078018,MAP2,-1.4993097
ENSG00000279317,AC006994.2,-0.77357215
ENSG00000018280,SLC11A1,-2.653932
ENSG00000243910,TUBA4B,-4.528139
ENSG00000135924,DNAJB2,-4.338312
ENSG00000227308,LINC02832,-3.9563577000000003
ENSG00000169031,COL4A3,-0.82919705
ENSG00000115009,CCL20,-5.2016644
ENSG00000185404,SP140L,-0.76137096
ENSG00000135931,ARMC9,0.48909116
ENSG00000168918,INPP5D,0.80118465
ENSG00000077044,DGKD,0.047464315
ENSG00000157985,AGAP1,0.67673934
ENSG00000115648,MLPH,-3.4917046999999997
ENSG00000226321,CROCC2,-1.8872072
ENSG00000162804,SNED1,0.26341912
ENSG00000006607,FARP2,-1.3912069999999999
ENSG00000168395,ING5,-1.7413183
ENSG00000180902,D2HGDH,-2.0234487
ENSG00000101236,RNF24,0.0075931028
ENSG00000101265,RASSF2,-2.8086069
ENSG00000089057,SLC23A2,-0.9505408999999999
ENSG00000205181,LINC00654,0.45041135
ENSG00000101004,NINL,-1.4868553999999998
ENSG00000197183,NOL4L,-1.3936527
ENSG00000131067,GGT7,-0.9728235000000001
ENSG00000100991,TRPC4AP,-0.10189399
ENSG00000101019,UQCC1,-1.6778365000000002
ENSG00000124177,CHD6,-0.56580323
ENSG00000196090,PTPRT,-0.5180029
ENSG00000124107,SLPI,-4.6327467
ENSG00000124145,SDC4,-3.374943
ENSG00000100979,PLTP,-2.9748929
ENSG00000198026,ZNF335,-0.32183832
ENSG00000196562,SULF2,-2.2262025000000003
ENSG00000124201,ZNFX1,-0.7207307
ENSG00000124212,PTGIS,-1.0489556
ENSG00000019186,CYP24A1,-2.2892523
ENSG00000130702,LAMA5,-5.4186807
ENSG00000101290,CDS2,-1.5354158000000002
ENSG00000149474,KAT14,-0.5359696999999999
ENSG00000077984,CST7,-4.1430635
ENSG00000101294,HM13,-1.9673247
ENSG00000125968,ID1,-5.920678
ENSG00000198183,BPIFA1,-0.59219116
ENSG00000125999,BPIFB1,-3.2414598
ENSG00000078699,CBFA2T2,-0.36346042
ENSG00000131061,ZNF341,-1.6694161
ENSG00000101335,MYL9,-4.115314
ENSG00000124191,TOX2,-1.8368016
ENSG00000101443,WFDC2,-3.6932917
ENSG00000100985,MMP9,-3.0755346
ENSG00000124151,NCOA3,0.49728453
